"subregion","region","pop","income","ipaddr","ufo2010"
"todd","south dakota",9942,27431,1693,2
"tolland","connecticut",151539,80333,172021,10
"tom green","texas",113281,43465,82022,11
"tompkins","new york",102554,49789,413788,14
"tooele","utah",59870,63228,56983,0
"toole","montana",5220,44688,1661,0
"toombs","georgia",27315,32462,19369,1
"torrance","new mexico",16021,32435,4766,1
"towner","north dakota",2318,47703,1023,0
"towns","georgia",10495,39309,6949,1
"traill","north dakota",8072,48341,4854,0
"transylvania","north carolina",32849,41103,35597,4
"traverse","minnesota",3451,44773,1019,1
"travis","texas",1095584,55452,6695342,121
"treasure","montana",736,38571,510,0
"trego","kansas",2986,42009,2086,0
"trempealeau","wisconsin",29297,47437,10218,0
"treutlen","georgia",6769,31848,2042,0
"trigg","kentucky",14447,43331,9720,0
"trimble","kentucky",8787,52224,2771,2
"trinity","california",13526,37672,23239,6
"trinity","texas",14309,38138,6247,0
"tripp","south dakota",5485,40609,5378,0
"troup","georgia",68468,41961,76962,3
"trousdale","tennessee",7795,44163,1433,1
"trumbull","ohio",207406,42441,78514,14
"tucker","west virginia",6995,36502,7659,0
"tulare","california",451977,43550,218476,52
"tulsa","oklahoma",613816,47005,1331403,64
"tunica","mississippi",10475,30470,2633,0
"tuolumne","california",54008,47359,61471,29
"turner","georgia",8410,29851,8052,2
"turner","south dakota",8308,50143,1957,0
"tuscaloosa","alabama",198596,43538,179420,8
"tuscarawas","ohio",92392,42846,62794,1
"tuscola","michigan",54662,43315,31595,10
"twiggs","georgia",8447,27715,70520,1
"twin falls","idaho",78595,43146,52909,2
"tyler","texas",21458,35847,4495,2
"tyler","west virginia",9037,36563,3453,2
"tyrrell","north carolina",4338,34071,127,0
"uinta","wyoming",21025,59851,29050,6
"uintah","utah",34524,62450,34865,0
"ulster","new york",181791,58808,212927,21
"umatilla","oregon",76820,45911,41744,12
"unicoi","tennessee",18235,35265,8777,0
"union","arkansas",40867,37794,14534,9
"union","florida",15212,45645,7288,1
"union","georgia",21451,43146,9585,6
"union","illinois",17647,40696,10599,0
"union","indiana",7362,43912,2549,0
"union","iowa",12594,41782,8318,0
"union","kentucky",14850,38651,3912,0
"union","louisiana",22419,37426,7658,2
"union","mississippi",27414,36661,13274,0
"union","new jersey",543976,68688,1117749,33
"union","new mexico",4431,42230,3703,0
"union","north carolina",208520,64813,212312,3
"union","ohio",52715,68279,37686,1
"union","oregon",25759,40974,34234,0
"union","pennsylvania",44952,46269,90180,5
"union","south carolina",28252,33679,13962,0
"union","south dakota",14855,63773,9360,0
"union","tennessee",19127,31535,7030,1
"upshur","texas",39995,46734,30866,0
"upshur","west virginia",24477,37689,16640,1
"upson","georgia",26630,34068,16904,0
"upton","texas",3283,52455,255,1
"utah","utah",540504,59338,2074111,28
"uvalde","texas",26752,34456,11963,1
"val verde","texas",48705,38747,22892,6
"valencia","new mexico",76631,41388,36827,4
"valley","idaho",9545,52675,16868,0
"valley","montana",7505,44641,3822,1
"valley","nebraska",4229,42897,1782,0
"van buren","arkansas",17030,32906,10094,1
"van buren","iowa",7449,40640,1272,1
"van buren","michigan",75454,44428,33361,7
"van buren","tennessee",5628,31155,1148,0
"van wert","ohio",28744,45111,17655,1
"van zandt","texas",52427,42359,28740,8
"vance","north carolina",45132,34084,17777,1
"vanderburgh","indiana",180858,43334,338944,17
"venango","pennsylvania",54272,40986,115098,6
"ventura","california",835981,76728,1158439,96
"vermilion","illinois",80727,40463,41022,3
"vermilion","louisiana",58723,43349,28113,2
"vermillion","indiana",16040,43856,6374,2
"vernon","louisiana",53869,45292,57841,0
"vernon","missouri",20748,37312,15357,0
"vernon","wisconsin",30260,44058,19502,1
"victoria","texas",89269,49676,41138,4
"vigo","indiana",108428,39534,207654,23
"vilas","wisconsin",21338,41195,12720,2
"vinton","ohio",13239,34399,7568,1
"virginia beach","virginia",447021,65910,481341,0
"volusia","florida",496950,44169,523215,54
"wabash","illinois",11727,47426,4018,0
"wabash","indiana",32361,44242,17656,6
"wabasha","minnesota",21476,52346,12898,1
"wabaunsee","kansas",7039,53292,2243,0
"wadena","minnesota",13767,35307,14109,0
"wagoner","oklahoma",75030,56819,24808,0
"wahkiakum","washington",3993,41149,2560,1
"wake","north carolina",952151,65289,19286199,67
"wakulla","florida",30818,54151,14644,3
"waldo","maine",38820,41728,20643,4
"walker","alabama",66221,37161,34176,4
"walker","georgia",68094,39578,39855,2
"walker","texas",68408,36885,99222,7
"walla walla","washington",59404,46793,90453,5
"wallace","kansas",1517,46128,764,0
"waller","texas",44357,50609,86180,1
"wallowa","oregon",6821,39556,4972,1
"walsh","north dakota",11046,46453,6892,0
"walthall","mississippi",15100,34045,4009,2
"walton","florida",57582,46926,44380,2
"walton","georgia",84575,51347,67288,8
"walworth","south dakota",5459,40879,382,0
"walworth","wisconsin",102851,55237,168582,8
"wapello","iowa",35366,40269,23963,0
"ward","north dakota",64798,51081,61841,9
"ward","texas",10879,41939,5419,0
"ware","georgia",35821,35431,23031,5
"warren","georgia",5578,33330,1464,0
"warren","illinois",17731,42773,10462,0
"warren","indiana",8342,49615,2181,0
"warren","iowa",46891,63292,17973,0
"warren","kentucky",117110,43018,163871,19
"warren","mississippi",48084,40469,52307,0
"warren","missouri",32753,50182,18647,0
"warren","new jersey",107653,72615,88201,7
"warren","new york",65538,53877,60579,5
"warren","north carolina",20576,34495,5096,1
"warren","ohio",217241,71961,191246,16
"warren","pennsylvania",41146,42167,27673,3
"warren","tennessee",39839,35575,27447,1
"warren","virginia",38070,61379,14768,7
"warrick","indiana",60463,63446,25678,5
"wasatch","utah",25273,64651,31613,0
"wasco","oregon",25487,43742,21421,4
"waseca","minnesota",19237,52357,19856,0
"washakie","wyoming",8464,50177,6927,2
"washburn","wisconsin",15826,41135,9334,1
"washington","alabama",17109,40286,8399,0
"washington","arkansas",211411,41474,224707,22
"washington","colorado",4766,43945,3714,1
"washington","district of columbia",632323,61835,10759507,1
"washington","florida",24892,37036,13699,1
"washington","georgia",20879,31784,9577,3
"washington","idaho",10099,37878,7886,1
"washington","illinois",14598,53036,5392,1
"washington","indiana",27921,39879,11807,2
"washington","iowa",21914,51875,11789,1
"washington","kansas",5758,40469,1785,0
"washington","kentucky",11833,42516,4353,0
"washington","louisiana",46670,30554,17542,3
"washington","maine",32462,35272,22549,2
"washington","maryland",149180,53180,130320,24
"washington","minnesota",244088,79571,633482,7
"washington","mississippi",49750,28591,23982,1
"washington","missouri",25095,35148,9716,2
"washington","nebraska",20252,64737,19195,2
"washington","new york",62934,50117,35140,10
"washington","north carolina",12736,34219,1909,2
"washington","ohio",61475,43185,41814,7
"washington","oklahoma",51633,47144,539622,5
"washington","oregon",547672,63814,1331562,78
"washington","pennsylvania",208716,51965,174241,18
"washington","rhode island",125946,72163,344371,8
"washington","tennessee",125094,42104,230416,4
"washington","texas",34093,45320,33378,2
"washington","utah",144809,50307,194629,4
"washington","vermont",59465,57163,251934,8
"washington","virginia",55190,41526,47020,8
"washington","wisconsin",132661,66476,94417,13
"washita","oklahoma",11622,44331,10113,0
"washoe","nevada",429908,55813,593532,74
"washtenaw","michigan",350946,59737,17042864,28
"watauga","north carolina",51871,34497,92237,1
"watonwan","minnesota",11187,49307,3706,1
"waukesha","wisconsin",392292,75845,767516,38
"waupaca","wisconsin",52131,48604,37931,4
"waushara","wisconsin",24461,43544,13295,8
"wayne","georgia",30305,39470,14833,1
"wayne","illinois",16574,40654,9885,1
"wayne","indiana",68346,40427,112264,0
"wayne","iowa",6344,36365,2571,0
"wayne","kentucky",20824,26309,8537,0
"wayne","michigan",1792365,41886,27898691,75
"wayne","mississippi",20661,31388,3574,0
"wayne","missouri",13402,29331,3122,4
"wayne","nebraska",9554,46418,5947,2
"wayne","new york",92962,54380,56385,5
"wayne","north carolina",124246,41751,62875,2
"wayne","ohio",114848,49261,158985,7
"wayne","pennsylvania",51955,49020,31975,4
"wayne","tennessee",16996,33630,8408,1
"wayne","utah",2737,49847,8313,0
"wayne","west virginia",41649,36029,25493,4
"weakley","tennessee",34793,33932,34704,2
"webb","texas",259172,37868,135513,10
"weber","utah",236640,54666,649407,22
"webster","georgia",2793,29583,766,0
"webster","iowa",37273,41695,44719,4
"webster","kentucky",13583,42115,6345,0
"webster","louisiana",40940,36225,15807,4
"webster","mississippi",10039,36392,4481,1
"webster","missouri",36351,41764,10855,3
"webster","nebraska",3725,38538,6007,1
"webster","west virginia",9043,25990,1528,0
"weld","colorado",263691,55825,240994,22
"wells","indiana",27652,48154,32237,4
"wells","north dakota",4271,42035,3704,0
"west baton rouge","louisiana",24106,49929,15266,1
"west carroll","louisiana",11512,30446,2442,0
"west feliciana","louisiana",15405,50685,15582,0
"westchester","new york",961670,80725,2466376,43
"westmoreland","pennsylvania",363395,48979,1019442,29
"westmoreland","virginia",17524,52258,6661,0
"weston","wyoming",7082,55156,5615,0
"wetzel","west virginia",16422,37673,6042,0
"wexford","michigan",32608,42209,17798,3
"wharton","texas",41285,43689,18313,1
"whatcom","washington",205262,51389,48220,14
"wheatland","montana",2104,32331,509,1
"wheeler","georgia",7888,31456,4466,0
"wheeler","nebraska",805,39653,254,0
"wheeler","oregon",1424,34338,764,0
"wheeler","texas",5626,48000,5253,0
"white","arkansas",78493,41618,37773,2
"white","georgia",27556,39666,25498,3
"white","illinois",14568,43639,12233,0
"white","indiana",24426,47752,17590,8
"white","tennessee",26082,34642,18642,2
"white pine","nevada",10042,49812,7518,0
"whiteside","illinois",57846,46444,44156,1
"whitfield","georgia",103359,42379,48663,6
"whitley","indiana",33342,51666,30583,0
"whitley","kentucky",35499,29280,31637,2
"whitman","washington",46606,35409,111716,4
"wibaux","montana",1057,43417,0,0
"wichita","kansas",2256,50324,1402,0
"wichita","texas",131559,44786,97434,15
"wicomico","maryland",100647,51739,156839,7
"wilbarger","texas",13258,40050,6076,3
"wilcox","alabama",11431,23750,3572,0
"wilcox","georgia",9068,31712,2039,0
"wilkes","georgia",10076,28989,7540,0
"wilkes","north carolina",69306,33464,22646,5
"wilkin","minnesota",6585,51957,5487,1
"wilkinson","georgia",9577,37500,6000,1
"wilkinson","mississippi",9432,33732,659,0
"will","illinois",682518,76453,548044,91
"willacy","texas",22058,22894,6648,0
"williams","north dakota",26697,62082,28421,0
"williams","ohio",37513,44604,19810,2
"williamsburg","south carolina",33620,24530,12732,6
"williamson","illinois",66674,41319,63339,3
"williamson","tennessee",192911,89063,179008,18
"williamson","texas",456232,71346,878223,38
"wilson","kansas",9105,40069,3733,0
"wilson","north carolina",81867,38760,67888,7
"wilson","tennessee",118961,61400,131384,6
"wilson","texas",44370,62689,45886,4
"windham","connecticut",117599,60063,77627,11
"windham","vermont",43985,48953,65317,7
"windsor","vermont",56211,53129,44213,5
"winkler","texas",7330,44573,1155,1
"winn","louisiana",15000,30938,7951,0
"winnebago","illinois",292069,47597,215417,87
"winnebago","iowa",10600,46395,9045,1
"winnebago","wisconsin",168794,51596,175874,14
"winneshiek","iowa",21061,52042,23414,0
"winona","minnesota",51629,44848,107842,0
"winston","alabama",24108,32557,8305,2
"winston","mississippi",19029,33007,4899,1
"wirt","west virginia",5847,37482,509,1
"wise","texas",60432,57511,36637,3
"wise","virginia",40918,34717,85652,8
"wolfe","kentucky",7164,21968,1783,0
"wood","ohio",128200,53610,160300,13
"wood","texas",42022,41260,26502,0
"wood","west virginia",86701,42257,44427,14
"wood","wisconsin",74424,47182,56168,4
"woodbury","iowa",102323,45844,89130,14
"woodford","illinois",38971,66198,31003,6
"woodford","kentucky",25077,55124,36849,2
"woodruff","arkansas",7100,27047,808,2
"woods","oklahoma",8832,47255,6267,1
"woodson","kansas",3278,31779,382,0
"woodward","oklahoma",20548,51087,17292,7
"worcester","maryland",51578,57474,31888,1
"worcester","massachusetts",806163,65772,1534253,72
"worth","georgia",21741,38336,8177,1
"worth","iowa",7519,50540,4723,1
"worth","missouri",2079,39671,2294,0
"wright","iowa",12991,43105,9376,0
"wright","minnesota",127336,69674,979641,10
"wright","missouri",18629,29212,6023,3
"wyandot","ohio",22607,47958,21733,0
"wyandotte","kansas",159129,39812,207083,15
"wyoming","new york",41892,51312,25341,1
"wyoming","pennsylvania",28125,48063,17214,2
"wyoming","west virginia",23273,36641,11696,0
"wythe","virginia",29251,40920,13135,1
"yadkin","north carolina",38084,40375,18512,0
"yakima","washington",246977,44419,143757,68
"yalobusha","mississippi",12401,33076,5890,0
"yamhill","oregon",100255,53819,66286,21
"yancey","north carolina",17630,38950,15013,6
"yankton","south dakota",22603,51680,15802,0
"yates","new york",25344,48125,20435,5
"yavapai","arizona",212637,44084,110720,87
"yazoo","mississippi",28195,27979,7218,3
"yell","arkansas",21932,37477,10454,3
"yellow medicine","minnesota",10158,50740,8964,2
"yellowstone","montana",151882,50185,202227,12
"yoakum","texas",8075,48173,4978,0
"yolo","california",204118,57920,562510,31
"york","maine",199005,56552,282880,26
"york","nebraska",13746,48655,9243,1
"york","pennsylvania",437846,58586,309981,29
"york","south carolina",234635,53536,246927,21
"york","virginia",66146,83747,53802,0
"young","texas",18339,39898,18429,0
"yuba","california",72926,46617,36543,4
"yuma","arizona",200022,41441,99991,53
"yuma","colorado",10119,44991,7662,1
"zapata","texas",14290,26009,3833,0
"zavala","texas",11961,23952,545,1
"ziebach","south dakota",2869,27917,1277,0
